mouse_cns_E14_rep1	mouse_cns_E14_rep2	mouse_cns_E18_rep1	mouse_cns_E18_rep2
ENSMUSG00000031351	12.1	4.08	2.45	2.51
ENSMUSG00000031352	21.12	11.99	17.93	27.4
ENSMUSG00000031353	131.56	126.06	122.68	145.52
ENSMUSG00000031354	0.0	0.0	0.0	0.0
ENSMUSG00000031355	3.47	0.76	2.26	2.31
ENSMUSG00000031357	57.13	14.42	27.29	45.65
ENSMUSG00000031358	17.44	43.77	23.94	29.25
ENSMUSG00000031360	63.9	68.92	70.46	69.46
ENSMUSG00000031362	0.0	0.0	0.0	0.0
ENSMUSG00000031364	0.0	0.0	0.0	0.0
ENSMUSG00000031365	32.92	20.22	25.88	31.31
ENSMUSG00000031367	46.75	32.71	59.26	38.97
ENSMUSG00000031370	22.0	22.46	16.92	53.2
ENSMUSG00000031371	43.74	52.84	44.52	42.19
ENSMUSG00000031372	0.0	0.0	0.0	0.0
ENSMUSG00000031373	0.0	0.0	1.26	0.86
ENSMUSG00000031374	0.0	0.0	2.93	2.5
ENSMUSG00000031375	91.57	36.29	47.71	35.79
ENSMUSG00000031376	5.64	3.19	22.84	13.99
ENSMUSG00000031377	0.0	0.0	0.0	0.99
ENSMUSG00000031378	18.37	21.33	24.82	16.62
ENSMUSG00000031379	2.64	0.0	2.91	1.99
ENSMUSG00000031380	2.0	3.75	0.0	1.5
ENSMUSG00000031381	5.0	7.77	4.97	6.29
ENSMUSG00000031382	0.0	0.0	0.0	0.0
ENSMUSG00000031383	0.0	1.08	0.0	0.0
ENSMUSG00000031384	3.92	0.0	0.0	0.0
ENSMUSG00000031385	2.29	1.3	0.0	3.91
ENSMUSG00000031386	62.1	67.59	46.56	46.82
ENSMUSG00000031387	32.34	14.45	0.0	40.96
ENSMUSG00000031388	90.51	131.37	68.05	74.61
ENSMUSG00000031389	20.24	11.19	31.69	21.0
ENSMUSG00000031390	0.0	0.0	0.0	0.0
ENSMUSG00000031391	202.23	266.69	353.01	258.9
ENSMUSG00000031392	77.02	84.82	92.14	62.03
ENSMUSG00000031393	19.7	25.8	34.19	23.99
ENSMUSG00000031394	0.0	0.0	0.0	0.0
ENSMUSG00000031397	0.0	0.0	0.0	0.0
ENSMUSG00000031398	243.6	253.18	282.69	197.07
ENSMUSG00000031399	69.72	41.54	64.48	43.37
ENSMUSG00000031400	48.19	43.36	44.49	38.59
ENSMUSG00000031402	18.37	15.56	26.05	36.93
ENSMUSG00000031403	31.03	82.87	37.28	26.93
ENSMUSG00000031409	22.99	21.62	75.9	102.33
ENSMUSG00000031410	0.0	0.0	0.0	0.0
ENSMUSG00000031411	0.0	0.0	0.0	0.0
ENSMUSG00000031422	491.04	463.84	435.42	508.56
ENSMUSG00000031424	0.0	0.0	0.0	0.0
ENSMUSG00000031425	10.13	15.23	24.04	33.33
ENSMUSG00000031428	153.35	159.7	278.65	309.39
ENSMUSG00000031429	14.99	26.46	20.56	16.36
ENSMUSG00000031430	0.0	0.0	0.0	0.0
ENSMUSG00000031431	52.66	38.97	48.34	45.33
ENSMUSG00000031432	48.09	26.2	51.04	40.98
ENSMUSG00000031433	0.0	6.22	4.67	12.29
ENSMUSG00000031434	12.64	15.37	8.15	11.1
ENSMUSG00000031438	0.0	1.07	1.67	3.27
ENSMUSG00000031441	59.78	93.34	49.01	62.39
ENSMUSG00000031442	126.81	124.3	178.83	146.34
ENSMUSG00000031443	0.0	1.64	0.0	0.0
ENSMUSG00000031444	0.0	0.0	0.0	0.0
ENSMUSG00000031445	0.0	0.0	0.0	0.0
ENSMUSG00000031446	52.26	63.32	64.3	63.82
ENSMUSG00000031447	269.44	214.68	309.46	239.64
ENSMUSG00000031448	0.0	0.0	0.0	2.37
ENSMUSG00000031449	0.0	0.0	0.0	0.0
ENSMUSG00000031450	0.0	0.0	0.0	0.0
ENSMUSG00000031451	52.46	26.2	51.1	52.33
ENSMUSG00000031452	0.0	0.0	0.0	0.0
ENSMUSG00000031453	43.67	34.17	33.76	37.76
ENSMUSG00000031458	103.82	66.88	88.13	55.33
ENSMUSG00000031461	1.52	0.0	0.0	5.12
ENSMUSG00000031465	1.1	1.62	3.64	3.31
ENSMUSG00000031467	23.71	27.58	38.2	44.47
ENSMUSG00000031471	0.0	0.0	0.0	0.0
ENSMUSG00000031478	17.38	14.94	2.24	13.12
ENSMUSG00000031479	43.63	18.61	26.58	29.89
ENSMUSG00000031480	11.99	5.18	7.79	5.43
ENSMUSG00000031481	0.0	0.0	0.0	0.0
ENSMUSG00000031482	7.95	4.2	1.25	3.42
ENSMUSG00000031483	59.32	57.97	53.25	59.09
ENSMUSG00000031485	31.74	35.68	32.4	26.94
ENSMUSG00000031486	24.41	9.8	5.38	6.83
ENSMUSG00000031487	31.16	20.63	17.24	21.15
ENSMUSG00000031488	1.55	1.19	1.05	1.22
ENSMUSG00000031489	3.24	0.0	2.45	4.72
ENSMUSG00000031490	47.13	20.72	20.89	10.67
ENSMUSG00000031491	1.39	0.0	1.53	0.0
ENSMUSG00000031492	0.0	0.0	1.88	1.92
ENSMUSG00000031493	1.51	0.0	1.67	0.0
ENSMUSG00000031494	0.0	0.0	0.0	0.0
ENSMUSG00000031495	0.0	0.0	0.0	0.0
ENSMUSG00000031497	0.0	0.0	0.0	0.0
ENSMUSG00000031502	118.75	78.45	60.35	59.89
ENSMUSG00000031503	65.63	50.75	39.56	36.53
ENSMUSG00000031504	5.92	4.35	3.27	0.0
ENSMUSG00000031505	75.56	77.28	65.42	66.9
ENSMUSG00000031506	1.21	1.01	1.51	0.0
ENSMUSG00000031508	159.95	161.83	170.13	167.71
ENSMUSG00000031509	0.0	0.0	0.0	0.0
ENSMUSG00000031510	0.0	0.0	0.0	0.0
ENSMUSG00000031511	74.87	84.65	99.78	71.08
ENSMUSG00000031512	0.0	0.0	0.0	0.0
ENSMUSG00000031513	48.24	58.02	38.04	45.71
ENSMUSG00000031516	188.04	180.99	141.18	130.07
ENSMUSG00000031517	184.85	321.88	575.59	543.87
ENSMUSG00000031518	0.0	0.0	0.0	0.0
ENSMUSG00000031519	2.67	0.0	2.96	0.0
ENSMUSG00000031520	4.39	10.42	7.28	1.65
ENSMUSG00000031521	10.37	5.08	0.0	5.22
ENSMUSG00000031523	9.81	8.26	5.47	4.22
ENSMUSG00000031527	15.18	10.67	6.7	6.29
ENSMUSG00000031529	39.65	33.28	37.85	41.02
ENSMUSG00000031530	55.24	69.77	28.89	31.77
ENSMUSG00000031532	126.12	133.03	172.98	162.28
ENSMUSG00000031533	2.76	20.32	21.36	31.22
ENSMUSG00000031534	24.6	24.88	6.8	16.23
ENSMUSG00000031535	0.0	0.0	0.0	0.0
ENSMUSG00000031536	86.12	84.35	79.42	113.68
ENSMUSG00000031537	47.39	81.26	45.15	36.38
ENSMUSG00000031538	44.35	42.09	47.22	38.2
ENSMUSG00000031539	19.59	19.59	41.97	39.95
ENSMUSG00000031540	30.83	34.33	37.63	20.79
ENSMUSG00000031543	5.85	8.37	12.1	13.99
ENSMUSG00000031545	32.56	34.75	32.66	23.79
ENSMUSG00000031546	28.5	46.58	14.01	31.05
ENSMUSG00000031548	44.28	33.39	16.61	18.01
ENSMUSG00000031549	3.28	0.0	0.0	4.42
ENSMUSG00000031551	0.0	0.0	0.0	0.0
ENSMUSG00000031552	0.0	0.0	0.0	0.0
ENSMUSG00000031553	0.0	0.0	0.0	0.0
ENSMUSG00000031554	0.0	1.42	0.0	0.0
ENSMUSG00000031555	17.28	20.2	25.8	22.21
ENSMUSG00000031556	78.49	122.89	109.51	74.65
ENSMUSG00000031557	4.62	0.84	0.0	1.83
ENSMUSG00000031558	62.23	17.29	22.38	12.1
ENSMUSG00000031559	0.0	0.0	0.0	0.0
ENSMUSG00000031561	31.19	46.72	33.74	28.75
ENSMUSG00000031562	18.67	26.32	23.0	24.98
ENSMUSG00000031563	7.57	6.46	3.85	2.63
ENSMUSG00000031565	69.61	62.21	32.29	50.61
ENSMUSG00000031568	21.71	28.07	17.98	16.36
ENSMUSG00000031570	80.91	81.24	145.11	98.1
ENSMUSG00000031574	1.43	1.05	3.15	1.08
ENSMUSG00000031575	99.05	83.56	40.9	64.88
ENSMUSG00000031576	7.39	11.3	9.82	7.81
ENSMUSG00000031577	18.86	10.85	16.6	12.88
ENSMUSG00000031578	22.27	29.54	24.6	33.57
ENSMUSG00000031583	4.3	4.87	5.47	2.71
ENSMUSG00000031584	26.41	14.22	11.56	23.52
ENSMUSG00000031585	10.03	12.07	11.1	10.3
ENSMUSG00000031586	13.45	6.07	10.06	7.44
ENSMUSG00000031590	33.29	64.11	59.92	34.54
ENSMUSG00000031591	27.27	39.21	39.07	33.8
ENSMUSG00000031592	30.77	31.44	24.91	29.95
ENSMUSG00000031594	0.0	2.94	0.0	0.0
ENSMUSG00000031595	19.15	10.07	3.02	2.06
ENSMUSG00000031596	2.49	3.22	15.45	5.06
ENSMUSG00000031600	13.18	9.42	9.24	14.42
ENSMUSG00000031601	120.4	164.12	175.66	136.22
ENSMUSG00000031603	0.0	0.0	0.0	0.0
ENSMUSG00000031604	121.88	84.3	124.85	115.79
ENSMUSG00000031605	30.07	37.66	75.03	76.84
ENSMUSG00000031608	9.91	11.17	8.88	11.68
ENSMUSG00000031609	56.51	60.86	20.85	25.58
ENSMUSG00000031610	7.34	0.0	32.66	27.74
ENSMUSG00000031613	14.57	5.37	8.05	0.0
ENSMUSG00000031616	18.33	6.38	9.79	4.06
ENSMUSG00000031617	58.11	81.13	46.06	61.76
ENSMUSG00000031618	0.0	0.92	1.49	3.63
ENSMUSG00000031620	0.0	0.0	0.0	0.0
ENSMUSG00000031621	0.0	0.0	0.0	0.0
ENSMUSG00000031622	145.37	137.95	127.0	130.98
ENSMUSG00000031626	53.7	76.35	53.35	56.38
ENSMUSG00000031627	8.08	11.93	7.14	9.75
ENSMUSG00000031628	114.59	118.89	149.46	148.45
ENSMUSG00000031629	5.98	10.32	9.05	3.67
ENSMUSG00000031631	14.54	15.46	14.04	14.7
ENSMUSG00000031633	538.37	466.02	735.99	750.1
ENSMUSG00000031634	10.44	35.59	31.03	35.87
ENSMUSG00000031635	0.0	0.0	0.0	0.0
ENSMUSG00000031636	18.74	9.85	2.96	8.07
ENSMUSG00000031637	0.0	0.0	0.0	0.0
ENSMUSG00000031639	0.98	0.73	0.0	1.48
ENSMUSG00000031640	0.0	0.0	0.0	1.21
ENSMUSG00000031641	17.64	15.79	1.86	28.16
ENSMUSG00000031642	17.8	21.98	20.45	22.35
ENSMUSG00000031644	25.23	11.56	18.02	26.9
ENSMUSG00000031645	0.0	0.0	0.0	0.0
ENSMUSG00000031647	9.08	0.45	5.98	3.63
ENSMUSG00000031651	0.0	0.0	0.0	0.0
ENSMUSG00000031652	17.5	16.21	22.42	11.95
ENSMUSG00000031654	58.57	56.81	44.55	64.92
ENSMUSG00000031657	33.94	54.93	46.55	52.4
ENSMUSG00000031659	3.22	2.38	4.95	7.76
ENSMUSG00000031660	119.81	91.56	64.59	107.58
ENSMUSG00000031661	18.86	26.56	12.53	12.18
ENSMUSG00000031662	0.0	0.0	0.0	0.0
ENSMUSG00000031665	12.43	22.72	6.45	6.06
ENSMUSG00000031666	29.7	20.63	20.7	23.57
ENSMUSG00000031667	80.49	70.81	111.39	91.16
ENSMUSG00000031668	11.99	22.17	19.85	19.13
ENSMUSG00000031669	6.68	7.39	5.53	1.26
ENSMUSG00000031671	48.57	24.29	41.56	35.26
ENSMUSG00000031672	138.85	138.81	153.5	120.26
ENSMUSG00000031673	74.51	44.89	29.43	36.04
ENSMUSG00000031681	48.41	51.72	56.24	50.52
ENSMUSG00000031682	0.0	0.0	0.0	0.0
ENSMUSG00000031683	121.89	117.07	100.04	82.07
ENSMUSG00000031684	18.08	5.77	4.99	9.74
ENSMUSG00000031688	11.04	7.25	8.12	7.39
ENSMUSG00000031691	73.64	79.56	80.3	88.3
ENSMUSG00000031696	81.8	85.15	103.95	100.86
ENSMUSG00000031697	75.22	59.83	57.95	32.54
ENSMUSG00000031698	1.06	0.0	0.0	0.8
ENSMUSG00000031700	50.96	26.42	31.66	35.61
ENSMUSG00000031701	50.37	47.53	47.88	46.4
ENSMUSG00000031703	66.73	57.95	54.26	71.45
ENSMUSG00000031706	26.97	30.94	18.47	28.03
ENSMUSG00000031708	559.88	678.05	743.65	829.06
ENSMUSG00000031709	59.7	44.16	119.0	59.92
ENSMUSG00000031710	0.0	1.88	2.82	0.0
ENSMUSG00000031711	60.8	68.54	44.23	47.14
ENSMUSG00000031712	0.0	0.0	0.0	1.67
ENSMUSG00000031714	29.34	26.39	13.12	14.34
ENSMUSG00000031715	18.75	29.68	25.75	13.65
ENSMUSG00000031722	3.23	0.0	0.0	0.0
ENSMUSG00000031723	8.73	4.83	9.65	6.58
ENSMUSG00000031725	0.0	0.0	0.0	0.0
ENSMUSG00000031727	5.77	1.71	1.27	0.0
ENSMUSG00000031728	103.99	101.29	90.21	85.27
ENSMUSG00000031729	138.58	154.91	143.72	127.0
ENSMUSG00000031730	29.28	42.36	41.27	68.0
ENSMUSG00000031731	75.25	63.78	72.95	107.78
ENSMUSG00000031732	14.51	11.46	10.14	19.68
ENSMUSG00000031734	39.58	13.97	7.6	9.08
ENSMUSG00000031736	17.75	7.82	0.0	8.03
ENSMUSG00000031737	25.18	13.63	7.42	6.33
ENSMUSG00000031738	1.17	7.79	0.0	1.76
ENSMUSG00000031740	96.29	24.99	22.98	19.61
ENSMUSG00000031748	274.18	490.11	346.23	325.96
ENSMUSG00000031749	24.65	36.88	30.11	37.92
ENSMUSG00000031750	0.0	5.62	17.17	14.76
ENSMUSG00000031751	106.57	70.96	80.33	72.05
ENSMUSG00000031753	64.55	57.61	71.26	39.49
ENSMUSG00000031754	168.28	244.64	71.64	143.37
ENSMUSG00000031755	66.26	58.28	50.19	94.8
ENSMUSG00000031756	18.82	26.0	10.4	5.32
ENSMUSG00000031757	0.0	0.0	0.0	0.0
ENSMUSG00000031758	3.34	2.47	0.0	2.52
ENSMUSG00000031760	162.4	132.88	386.77	303.07
ENSMUSG00000031762	10.28	14.87	206.53	31.12
ENSMUSG00000031765	75.35	93.26	280.74	104.04
ENSMUSG00000031766	0.0	0.0	0.0	0.0
ENSMUSG00000031767	8.09	5.82	0.0	7.56
ENSMUSG00000031770	63.53	50.82	63.02	37.2
ENSMUSG00000031772	9.77	10.58	17.54	14.46
ENSMUSG00000031774	41.59	97.03	81.69	80.12
ENSMUSG00000031775	2.18	0.0	7.24	11.53
ENSMUSG00000031776	154.92	184.97	189.44	142.55
ENSMUSG00000031778	13.97	16.67	68.13	60.71
ENSMUSG00000031779	0.0	0.0	0.0	0.0
ENSMUSG00000031780	0.0	0.0	0.0	0.0
ENSMUSG00000031781	164.47	177.2	125.63	104.55
ENSMUSG00000031782	55.12	49.46	109.01	84.6
ENSMUSG00000031783	96.22	102.32	109.32	82.62
ENSMUSG00000031785	168.58	240.41	141.8	146.58
ENSMUSG00000031786	0.0	2.07	3.1	0.0
ENSMUSG00000031787	29.78	20.31	49.29	31.93
ENSMUSG00000031788	17.7	17.69	42.1	33.59
ENSMUSG00000031789	0.0	0.6	0.0	0.0
ENSMUSG00000031790	29.39	22.19	9.83	16.11
ENSMUSG00000031791	17.54	21.56	23.68	38.19
ENSMUSG00000031792	53.51	40.33	49.01	74.84
ENSMUSG00000031796	104.64	116.59	138.18	114.56
ENSMUSG00000031799	179.95	173.67	114.18	111.11
ENSMUSG00000031802	6.27	2.31	0.0	2.36
ENSMUSG00000031803	0.0	0.0	1.43	0.97
ENSMUSG00000031805	7.24	2.32	3.46	3.72
ENSMUSG00000031807	121.1	103.62	81.73	88.28
ENSMUSG00000031808	58.34	66.2	78.54	78.28
ENSMUSG00000031809	0.0	0.0	0.0	0.0
ENSMUSG00000031811	43.3	55.42	52.88	39.52
ENSMUSG00000031812	117.11	127.6	137.52	125.09
ENSMUSG00000031813	42.82	47.1	47.43	48.46
ENSMUSG00000031816	86.22	107.84	71.57	78.11
ENSMUSG00000031818	1272.13	1332.28	954.55	1325.97
ENSMUSG00000031819	30.45	29.45	23.25	24.11
ENSMUSG00000031820	74.19	81.93	64.44	69.93
ENSMUSG00000031821	20.3	42.66	3.53	2.41
ENSMUSG00000031822	60.63	72.66	40.69	34.14
ENSMUSG00000031823	17.34	40.32	19.59	38.49
ENSMUSG00000031824	26.6	16.97	42.92	34.61
ENSMUSG00000031825	6.49	2.02	8.7	1.03
ENSMUSG00000031826	144.07	59.49	148.13	140.4
ENSMUSG00000031827	222.14	222.54	282.67	251.24
ENSMUSG00000031828	19.02	15.43	18.9	15.77
ENSMUSG00000031831	0.0	1.04	0.0	0.0
ENSMUSG00000031832	18.25	20.27	53.34	51.97
ENSMUSG00000031833	24.05	19.43	26.63	17.47
ENSMUSG00000031834	117.08	133.3	156.19	131.67
ENSMUSG00000031835	93.98	72.45	49.5	61.41
ENSMUSG00000031837	27.87	53.43	24.82	79.49
ENSMUSG00000031838	23.75	20.74	31.58	10.68
ENSMUSG00000031839	306.07	342.66	537.89	464.66
ENSMUSG00000031840	308.1	327.72	558.81	592.08
ENSMUSG00000031841	52.32	53.16	74.97	70.34
ENSMUSG00000031842	0.0	0.91	0.0	0.0
ENSMUSG00000031843	30.19	9.49	19.11	19.52
ENSMUSG00000031844	0.0	0.0	0.0	0.0
ENSMUSG00000031845	0.0	0.0	0.0	0.0
ENSMUSG00000031847	1.33	9.84	10.3	7.03
ENSMUSG00000031848	147.61	189.88	140.69	126.42
ENSMUSG00000031849	6.68	1.23	0.0	0.0
ENSMUSG00000031851	31.38	58.03	20.23	20.0
ENSMUSG00000031853	0.0	0.5	2.23	1.52
ENSMUSG00000031858	53.6	63.44	63.05	61.39
ENSMUSG00000031860	35.84	39.8	25.58	52.11
ENSMUSG00000031861	3.36	2.98	9.63	5.06
ENSMUSG00000031862	84.15	78.01	77.89	70.39
ENSMUSG00000031864	64.2	72.25	112.66	85.36
ENSMUSG00000031865	181.39	225.52	324.0	268.68
ENSMUSG00000031870	0.0	0.95	0.0	1.07
ENSMUSG00000031871	40.01	27.41	17.22	19.85
ENSMUSG00000031872	4.97	9.19	19.22	17.81
ENSMUSG00000031875	59.91	34.52	25.92	31.43
ENSMUSG00000031876	0.0	0.0	0.0	0.0
ENSMUSG00000031877	0.0	0.0	0.0	0.0
ENSMUSG00000031878	105.43	80.21	78.97	93.45
ENSMUSG00000031879	125.58	81.63	84.75	83.84
ENSMUSG00000031880	5.36	0.0	0.0	4.05
ENSMUSG00000031881	0.0	0.0	0.0	0.0
ENSMUSG00000031883	0.0	2.08	6.25	0.0
ENSMUSG00000031884	0.0	0.0	0.0	0.0
ENSMUSG00000031885	38.14	18.23	16.76	20.53
ENSMUSG00000031886	0.0	0.0	0.0	0.0
ENSMUSG00000031887	21.6	6.17	0.0	5.98
ENSMUSG00000031889	25.15	37.42	31.47	37.85
ENSMUSG00000031891	4.49	3.31	0.0	3.38
ENSMUSG00000031893	0.0	1.35	0.0	1.55
ENSMUSG00000031896	5.35	7.82	0.0	4.04
ENSMUSG00000031897	27.56	12.66	30.49	15.59
ENSMUSG00000031898	0.0	0.0	0.0	0.0
ENSMUSG00000031901	13.96	29.1	50.14	18.43
ENSMUSG00000031902	7.63	7.05	11.12	7.18
ENSMUSG00000031903	20.64	18.51	13.02	20.0
ENSMUSG00000031904	31.39	44.86	35.79	37.06
ENSMUSG00000031906	16.7	27.7	39.2	29.9
ENSMUSG00000031907	30.89	30.0	26.92	33.08
ENSMUSG00000031910	3.23	3.35	4.28	6.82
ENSMUSG00000031913	93.3	83.97	115.09	123.01
ENSMUSG00000031916	83.57	76.13	31.01	37.34
ENSMUSG00000031917	24.79	27.94	21.6	27.53
ENSMUSG00000031918	17.27	17.87	45.66	17.9
ENSMUSG00000031919	0.0	0.0	0.0	0.0
ENSMUSG00000031921	50.51	42.62	47.87	34.12
ENSMUSG00000031922	51.23	34.42	21.67	32.18
ENSMUSG00000031924	65.87	90.07	78.64	97.91
ENSMUSG00000031925	7.26	9.28	11.65	8.07
ENSMUSG00000031927	0.0	0.0	0.0	5.79
ENSMUSG00000031928	16.25	13.29	7.65	14.36
ENSMUSG00000031930	80.25	28.72	27.97	15.18
ENSMUSG00000031931	33.26	19.25	21.0	10.75
ENSMUSG00000031932	0.0	1.23	1.83	3.05
ENSMUSG00000031933	3.38	0.0	0.0	0.0
ENSMUSG00000031934	96.73	69.82	107.57	136.46
ENSMUSG00000031935	13.98	13.29	18.73	21.82
ENSMUSG00000031936	0.0	0.0	0.0	0.0
ENSMUSG00000031937	16.7	7.69	41.51	31.47
ENSMUSG00000031938	15.63	8.08	13.81	24.74
ENSMUSG00000031939	45.13	49.18	24.59	63.54
ENSMUSG00000031948	98.03	107.31	91.5	94.03
ENSMUSG00000031949	11.23	10.12	5.62	2.82
ENSMUSG00000031950	99.33	171.3	140.82	208.54
ENSMUSG00000031951	13.74	10.15	27.31	14.5
ENSMUSG00000031952	0.0	1.57	4.7	4.81
ENSMUSG00000031953	2.12	1.56	0.0	0.0
ENSMUSG00000031954	123.44	117.33	128.58	115.02
ENSMUSG00000031955	85.15	81.28	53.5	42.63
ENSMUSG00000031957	0.0	0.0	0.0	0.0
ENSMUSG00000031958	0.0	0.7	1.04	0.0
ENSMUSG00000031959	13.39	18.71	16.41	15.69
ENSMUSG00000031960	64.41	65.58	67.42	60.09
ENSMUSG00000031962	1.21	0.89	2.67	0.91
ENSMUSG00000031963	4.11	9.12	6.81	4.65
ENSMUSG00000031965	0.0	0.71	1.06	0.0
ENSMUSG00000031966	0.0	0.0	0.0	0.0
ENSMUSG00000031967	33.57	26.93	25.3	25.02
ENSMUSG00000031969	57.34	43.81	46.86	50.2
ENSMUSG00000031970	55.28	62.92	72.21	76.34
ENSMUSG00000031971	6.74	9.95	7.45	7.88
ENSMUSG00000031972	165.72	6.53	16.36	247.71
ENSMUSG00000031974	11.7	17.96	15.88	22.37
ENSMUSG00000031976	5.23	11.61	8.65	8.86
ENSMUSG00000031979	22.77	29.12	30.04	34.14
ENSMUSG00000031980	0.0	0.0	4.82	13.16
ENSMUSG00000031981	0.0	0.0	0.0	0.0
ENSMUSG00000031982	19.09	19.62	29.59	17.28
ENSMUSG00000031983	75.13	62.56	63.17	76.39
ENSMUSG00000031984	21.83	25.23	17.25	18.82
ENSMUSG00000031985	120.45	62.2	52.06	135.75
ENSMUSG00000031986	11.56	24.15	19.15	20.33
ENSMUSG00000031987	56.83	66.7	41.8	53.73
ENSMUSG00000031988	35.45	40.58	37.87	50.91
ENSMUSG00000031990	75.91	60.62	33.01	37.31
ENSMUSG00000031991	0.0	0.0	0.0	0.0
ENSMUSG00000031993	20.04	15.73	18.31	16.02
ENSMUSG00000031994	2.15	0.0	2.38	0.81
ENSMUSG00000031995	4.48	0.0	2.66	0.91
ENSMUSG00000031996	166.66	145.27	202.44	186.96
ENSMUSG00000031997	1.57	0.0	0.0	0.0
ENSMUSG00000031998	0.0	0.0	0.0	0.0
ENSMUSG00000032000	13.86	0.0	1.65	1.13
ENSMUSG00000032002	62.58	64.88	65.19	72.2
ENSMUSG00000032006	4.77	0.0	3.07	1.74
ENSMUSG00000032009	26.34	15.26	8.31	9.93
ENSMUSG00000032010	1.22	3.06	3.34	0.0
ENSMUSG00000032011	7.21	8.85	85.0	74.29
ENSMUSG00000032012	15.22	19.71	23.51	17.21
ENSMUSG00000032013	1.4	0.0	0.0	0.0
ENSMUSG00000032014	28.68	12.45	5.59	1.27
ENSMUSG00000032015	0.0	0.0	0.0	0.0
ENSMUSG00000032017	7.13	4.34	5.09	6.01
ENSMUSG00000032018	50.44	42.15	77.59	55.01
ENSMUSG00000032020	10.21	9.53	14.57	20.56
ENSMUSG00000032021	0.0	0.0	0.0	0.0
ENSMUSG00000032023	0.0	0.0	0.0	0.0
ENSMUSG00000032024	32.7	40.68	87.11	42.24
ENSMUSG00000032026	88.39	46.31	79.25	66.69
ENSMUSG00000032028	1.17	0.0	0.0	0.0
ENSMUSG00000032030	21.41	23.22	17.47	23.63
ENSMUSG00000032033	6.45	0.0	2.38	3.24
ENSMUSG00000032034	0.0	1.27	0.0	1.94
ENSMUSG00000032035	12.92	6.75	5.03	11.46
ENSMUSG00000032036	25.52	25.58	33.1	41.34
ENSMUSG00000032038	2.02	1.49	2.23	3.04
ENSMUSG00000032040	65.2	65.57	72.15	44.0
ENSMUSG00000032041	3.59	2.65	1.98	1.35
ENSMUSG00000032042	66.02	46.88	36.48	38.86
ENSMUSG00000032044	15.93	10.06	12.58	14.21
ENSMUSG00000032046	51.49	68.18	90.22	86.51
ENSMUSG00000032047	89.89	76.64	108.1	162.94
ENSMUSG00000032048	0.0	0.0	0.0	0.0
ENSMUSG00000032050	56.92	64.3	41.21	30.96
ENSMUSG00000032051	38.47	20.61	24.22	20.52
ENSMUSG00000032053	0.0	0.0	0.0	0.0
ENSMUSG00000032056	0.0	0.0	0.0	0.0
ENSMUSG00000032057	0.0	0.0	0.0	4.83
ENSMUSG00000032058	27.49	27.88	22.71	26.71
ENSMUSG00000032059	47.54	22.77	36.74	60.77
ENSMUSG00000032060	5.84	10.76	8.28	5.64
ENSMUSG00000032062	3.54	0.0	3.91	0.0
ENSMUSG00000032064	32.57	24.72	42.61	55.98
ENSMUSG00000032065	0.0	0.0	0.0	0.0
ENSMUSG00000032066	1.92	0.0	0.0	0.0
ENSMUSG00000032067	39.69	61.43	24.43	19.97
ENSMUSG00000032068	0.0	0.0	2.48	0.0
ENSMUSG00000032076	85.31	97.61	202.07	120.72
ENSMUSG00000032077	16.51	25.21	18.09	19.35
ENSMUSG00000032078	83.36	59.85	104.94	47.33
ENSMUSG00000032079	0.0	0.0	0.0	0.0
ENSMUSG00000032080	0.0	0.0	0.0	0.0
ENSMUSG00000032081	0.0	0.0	0.0	0.0
ENSMUSG00000032083	4.41	3.23	4.89	0.0
ENSMUSG00000032085	10.64	7.84	5.88	8.03
ENSMUSG00000032086	24.94	26.87	57.63	27.42
ENSMUSG00000032087	23.12	29.08	31.64	19.6
ENSMUSG00000032089	0.0	0.86	0.0	0.88
ENSMUSG00000032091	2.96	0.0	0.0	0.0
ENSMUSG00000032092	2.54	0.94	1.4	0.96
ENSMUSG00000032093	0.0	0.0	0.0	0.0
ENSMUSG00000032094	0.0	0.0	0.0	0.0
ENSMUSG00000032096	75.36	76.18	57.89	61.86
ENSMUSG00000032097	44.35	57.07	41.92	49.01
ENSMUSG00000032098	0.0	0.0	0.0	0.0
ENSMUSG00000032099	0.0	0.0	0.0	0.0
ENSMUSG00000032101	32.51	44.21	74.63	47.14
ENSMUSG00000032103	18.44	23.77	5.09	15.64
ENSMUSG00000032105	0.0	1.37	2.06	0.0
ENSMUSG00000032108	0.0	0.0	0.0	0.0
ENSMUSG00000032109	9.82	3.23	3.61	6.58
ENSMUSG00000032110	0.0	0.0	0.0	0.0
ENSMUSG00000032112	98.9	109.06	151.58	160.55
ENSMUSG00000032113	6.8	18.89	19.86	4.86
ENSMUSG00000032114	41.16	15.85	19.34	23.64
ENSMUSG00000032115	54.0	48.12	48.93	58.35
ENSMUSG00000032116	55.16	33.21	47.98	28.31
ENSMUSG00000032118	316.02	356.12	416.31	449.93
ENSMUSG00000032119	7.77	24.35	12.87	20.5
ENSMUSG00000032120	19.66	25.12	36.48	26.93
ENSMUSG00000032121	17.98	19.77	4.98	20.35
ENSMUSG00000032122	1.77	2.98	0.0	2.03
ENSMUSG00000032123	36.79	46.26	43.04	42.42
ENSMUSG00000032125	7.09	1.71	4.67	0.87
ENSMUSG00000032126	37.04	40.91	23.4	37.91
ENSMUSG00000032127	35.95	32.06	42.42	27.09
ENSMUSG00000032128	51.72	35.47	2.7	9.98
